I0925 17:53:26.451659       1 resolver.go:85] Model ID gemini-3.7-flash-high not in local config, defaulting to CCPA
E0925 17:53:26.606760      84 server.go:2107] Failed to create shared artifacts watcher: couldn't initialize inotify: too many open files: couldn't initialize inotify: too many open files
W0925 17:53:26.606906      84 defaults.go:706] failed to get cs path: cs path /usr/bin/cs invalid
I0925 17:53:26.606918      84 manager.go:108] Creating trajectory store manager with proto store and SQLite store
W0925 17:53:26.612641     179 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
E0925 17:53:26.612681     179 errorreport.go:224] error getting token source: You are not logged into Antigravity.
W0925 17:53:26.613033     297 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
E0925 17:53:26.613051     297 errorreport.go:224] error getting token source: You are not logged into Antigravity.
W0925 17:53:26.613100     297 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
E0925 17:53:26.613112     297 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
W0925 17:53:26.613236     302 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
E0925 17:53:26.613249     302 errorreport.go:224] error getting token source: You are not logged into Antigravity.
W0925 17:53:26.613288     302 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
E0925 17:53:26.613299     302 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
W0925 17:53:26.613354     303 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
E0925 17:53:26.613377     303 errorreport.go:224] error getting token source: You are not logged into Antigravity.
W0925 17:53:26.613411     303 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
E0925 17:53:26.613421     303 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
W0925 17:53:26.633524      84 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
E0925 17:53:26.633565      84 errorreport.go:224] error getting token source: You are not logged into Antigravity.
W0925 17:53:26.633679      84 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
E0925 17:53:26.633700      84 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
W0925 17:53:26.634706      84 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
E0925 17:53:26.634727      84 errorreport.go:224] error getting token source: You are not logged into Antigravity.
W0925 17:53:26.634776      84 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
E0925 17:53:26.634787      84 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
I0925 17:53:26.639226     582 manager.go:88] Migration [MIGRATION_ID_SIDECAR_USER_CONFIG_BYPASS] is disabled, skipping entirely
I0925 17:53:26.639256     582 manager.go:91] Migration [MIGRATION_ID_SANITY_CHECK_PROJECT_URIS] is enabled
I0925 17:53:26.639345     582 manager.go:100] Migration [MIGRATION_ID_SANITY_CHECK_PROJECT_URIS] already has status MIGRATION_STATUS_COMPLETED, skipping
I0925 17:53:26.639358     582 manager.go:91] Migration [MIGRATION_ID_PLUGIN_ENABLEMENT] is enabled
I0925 17:53:26.639435     582 manager.go:100] Migration [MIGRATION_ID_PLUGIN_ENABLEMENT] already has status MIGRATION_STATUS_COMPLETED, skipping
I0925 17:53:26.639441     582 manager.go:91] Migration [MIGRATION_ID_BUILTIN_SIDECARS_TO_PLUGINS] is enabled
I0925 17:53:26.639492     582 manager.go:100] Migration [MIGRATION_ID_BUILTIN_SIDECARS_TO_PLUGINS] already has status MIGRATION_STATUS_COMPLETED, skipping
I0925 17:53:26.639496     582 manager.go:88] Migration [MIGRATION_ID_LIN_BUILTIN_TO_MARKETPLACE] is disabled, skipping entirely
I0925 17:53:26.639500     582 manager.go:88] Migration [MIGRATION_ID_ADOPT_BWG_INSTALLS] is disabled, skipping entirely
I0925 17:53:26.648071      84 server.go:3073] Auth succeeded, refreshing features and managers
W0925 17:53:26.648155      84 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
E0925 17:53:26.648192      84 errorreport.go:224] error getting token source: You are not logged into Antigravity.
E0925 17:53:26.648287      84 errorreport.go:224] Failed to poll ListExperiments: error getting token source: You are not logged into Antigravity.
I0925 17:53:26.648335      84 server.go:3080] State refresh took 0ms
I0925 17:53:26.648340      84 server.go:3091] [RemoteControl] Subscription callback triggered.
I0925 17:53:26.648465      84 server.go:3094] [RemoteControl] RemoteControlEnabled value: false
I0925 17:53:26.648472      84 server.go:3770] [RemoteControl] Session toggle is off, staying disconnected
I0925 17:53:26.648476      84 server.go:3481] [RemoteControl] Resolved proxyServerURL: ""
I0925 17:53:26.648520      84 profiler.go:231] Continuous pprof profiling is disabled.
I0925 17:53:26.648655     459 manager.go:88] Migration [MIGRATION_ID_SIDECAR_USER_CONFIG_BYPASS] is disabled, skipping entirely
I0925 17:53:26.648684     459 manager.go:91] Migration [MIGRATION_ID_SANITY_CHECK_PROJECT_URIS] is enabled
I0925 17:53:26.648729      84 server.go:2532] initialized server successfully in 196.713027ms
I0925 17:53:26.648774     459 manager.go:100] Migration [MIGRATION_ID_SANITY_CHECK_PROJECT_URIS] already has status MIGRATION_STATUS_COMPLETED, skipping
I0925 17:53:26.648780     459 manager.go:91] Migration [MIGRATION_ID_PLUGIN_ENABLEMENT] is enabled
I0925 17:53:26.648823     459 manager.go:100] Migration [MIGRATION_ID_PLUGIN_ENABLEMENT] already has status MIGRATION_STATUS_COMPLETED, skipping
I0925 17:53:26.648826     459 manager.go:91] Migration [MIGRATION_ID_BUILTIN_SIDECARS_TO_PLUGINS] is enabled
W0925 17:53:26.648848     462 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
I0925 17:53:26.648871     459 manager.go:100] Migration [MIGRATION_ID_BUILTIN_SIDECARS_TO_PLUGINS] already has status MIGRATION_STATUS_COMPLETED, skipping
E0925 17:53:26.648872     462 errorreport.go:224] error getting token source: You are not logged into Antigravity.
I0925 17:53:26.648876     459 manager.go:88] Migration [MIGRATION_ID_LIN_BUILTIN_TO_MARKETPLACE] is disabled, skipping entirely
I0925 17:53:26.648880     459 manager.go:88] Migration [MIGRATION_ID_ADOPT_BWG_INSTALLS] is disabled, skipping entirely
W0925 17:53:26.648935     462 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
E0925 17:53:26.648950     462 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
I0925 17:53:26.649010       1 auto_updater.go:281] Last check was less than 15 minutes ago, skipping update (fast path)
I0925 17:53:26.649049       1 common.go:152] Launching CLI mode
E0925 17:53:26.649061       1 launchsteps.go:84] Failed to resolve GeminiDir ".gemini": .gemini must be an absolute path: path is not absolute, falling back to default
I0925 17:53:26.649086       1 common.go:174] CLI app data directory: /home/noah/.gemini/antigravity-cli
I0925 17:53:26.649095       1 server.go:315] Creating CLI server backend: product=antigravity workspaceDirs=[/mnt/nvme-raid0/tmp/xpile-qh] appDataDir=/home/noah/.gemini/antigravity-cli cascadeManager=true codeAssist=true
I0925 17:53:26.649186       1 auth_provider.go:952] [AuthProvider] SetEnableBusinessLogin called with enable: true
W0925 17:53:26.650095     594 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
E0925 17:53:26.650121     594 errorreport.go:224] error getting token source: You are not logged into Antigravity.
I0925 17:53:26.650171       1 server.go:2166] Backend project ID updated dynamically to: default-cli-project
I0925 17:53:26.650181       1 analytics.go:186] CLI startup completed (took 200.045053ms)
I0925 17:53:26.650196       1 printmode.go:181] Print mode: starting (promptLength=42769, model="gemini-3.7-flash-high", conversationID="")
W0925 17:53:26.650212     594 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
I0925 17:53:26.650205       1 manager.go:443] Initializing CLI store manager for workspace /mnt/nvme-raid0/tmp/xpile-qh
E0925 17:53:26.650225     594 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
W0925 17:53:26.650278     594 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
E0925 17:53:26.650290     594 errorreport.go:224] error getting token source: You are not logged into Antigravity.
W0925 17:53:26.650320     594 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
E0925 17:53:26.650329     594 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
W0925 17:53:26.650368     594 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
E0925 17:53:26.650400     594 errorreport.go:224] error getting token source: You are not logged into Antigravity.
W0925 17:53:26.650434     594 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
I0925 17:53:26.650432       1 cli_setting_manager.go:153] applyUserSettings: stored shared config permissions: allow=17 deny=0 ask=0 from /home/noah/.gemini/config/config.json
E0925 17:53:26.650446     594 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
I0925 17:53:26.650453       1 cli_setting_manager.go:92] CLI settings initialized: permissions=&{Allow:[command(git status) command(git checkout) command(env) command(tar) command(grep)] Deny:[] Ask:[]}, toolPermission=request-review
W0925 17:53:26.650494     594 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
E0925 17:53:26.650508     594 errorreport.go:224] error getting token source: You are not logged into Antigravity.
W0925 17:53:26.650537     594 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
E0925 17:53:26.650547     594 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
I0925 17:53:26.653393       1 hooks_manager.go:53] loaded 1 named hooks from 1 hooks.json file(s)
I0925 17:53:26.653441       1 manager.go:627] CLI store manager initialized successfully
I0925 17:53:26.653477       1 session.go:77] Print mode: --dangerously-skip-permissions set, auto-approving all tool permissions
I0925 17:53:26.653492       1 session.go:86] Print mode: enabling terminal sandbox for this session
I0925 17:53:26.731402     143 store_client.go:747] summary store: reconciliation complete, synced 2588 records
W0925 17:53:26.731543     143 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
E0925 17:53:26.731573     143 errorreport.go:224] error getting token source: You are not logged into Antigravity.
W0925 17:53:26.731689     143 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
E0925 17:53:26.731704     143 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
E0925 17:53:27.084300       1 errorreport.go:224] Unable to start git event watcher for workspace file:///mnt/nvme-raid0/tmp/xpile-qh: failed to create git event watcher for /mnt/nvme-raid0/tmp/xpile-qh: couldn't initialize inotify: too many open files: couldn't initialize inotify: too many open files
I0925 17:53:27.084492     830 manager.go:1331] Reloading system slash commands and skills
I0925 17:53:27.084499     830 manager.go:1308] Reloading system slash commands
I0925 17:53:27.084506     830 manager.go:1312] Slash commands unchanged, skipping update
I0925 17:53:27.087688       1 hooks_manager.go:53] loaded 1 named hooks from 1 hooks.json file(s)
I0925 17:53:27.087721       1 printmode.go:372] Print mode: not authenticated, trying silent auth
I0925 17:53:27.090035     894 keyring.go:64] keyringAuth: loaded token, expiry=2026-09-25 18:05:23.584727534 +0200 CEST expired=false
I0925 17:53:27.183795       1 auth.go:157] ChainedAuth: authenticated via keyring (effective: keyring)
I0925 17:53:27.183821       1 server_oauth.go:196] applyAuthResult: email=noah.gift@gmail.com, authMethod=consumer, quotaProject=
I0925 17:53:27.183826       1 server_oauth.go:201] OAuth: authenticated successfully as noah.gift@gmail.com
I0925 17:53:27.183830       1 server_oauth.go:207] b.codeAssistClient.AuthProvider (0x12cb19b4a0f0) is same as b.cliAuth (0x12cb19b4a0f0)
W0925 17:53:27.183870    1172 cache.go:163] Failed to refresh cache in background: admin controls not applicable
W0925 17:53:27.183892    1191 cache.go:163] Failed to refresh cache in background: admin controls not applicable
I0925 17:53:27.946333    1120 http_helpers.go:305] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xa3c3aad76e7ff632
I0925 17:53:28.538173    1120 http_helpers.go:305] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x89d08dd0e5c2cc38
I0925 17:53:28.547582       1 model_resolver.go:93] Resolving model gemini-3.7-flash-high
I0925 17:53:28.547610       1 model_config_manager.go:327] Propagating selected model override to backend: label="Gemini 3.7 Flash (High)"
I0925 17:53:28.547633       1 printmode.go:374] Print mode: silent auth succeeded
I0925 17:53:28.547647     605 quota_manager.go:45] doRefreshQuota: starting reload (force=true)
I0925 17:53:28.547657     606 experiment_manager.go:66] Starting experiment refresh after login
I0925 17:53:28.653187     606 remote_agent.go:156] Remote agent fastpush pin gate changed: false -> true
I0925 17:53:28.653333     606 server.go:3770] [RemoteControl] Session toggle is off, staying disconnected
I0925 17:53:28.653339     606 server.go:3481] [RemoteControl] Resolved proxyServerURL: ""
I0925 17:53:28.653344     606 experiment_manager.go:70] Experiments refreshed after login
W0925 17:53:28.653392     606 permissions.go:216] Invalid "unsandboxed" permission rules found; they are ignored and grant nothing:
  ~/.gemini/config/config.json:
    • unsandboxed(mkdir -p .agents/skills && cp -r .claude/skills/* .agents/skills/ && find .agents/skills -type f -name "skill.md" -execdir mv {} SKILL.md \;)
    • unsandboxed(mkdir)

Fix: replace "unsandboxed" with "command" (e.g. command(git status)), or remove the rule. Edit the file directly or use /permissions.
I0925 17:53:28.654639    1257 manager.go:1308] Reloading system slash commands
I0925 17:53:29.099882    1238 http_helpers.go:305] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xf39249a226558db
I0925 17:53:29.531894    1238 http_helpers.go:305] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x2daf6eb68cd19258
I0925 17:53:29.585167    1238 model_resolver.go:93] Resolving model gemini-3.7-flash-high
I0925 17:53:29.585196    1238 model_config_manager.go:327] Propagating selected model override to backend: label="Gemini 3.7 Flash (High)"
I0925 17:53:29.585239     606 experiment_manager.go:66] Starting experiment refresh after login
I0925 17:53:29.585265    1264 model_resolver.go:93] Resolving model gemini-3.7-flash-high
I0925 17:53:29.585270    1264 model_config_manager.go:327] Propagating selected model override to backend: label="Gemini 3.7 Flash (High)"
I0925 17:53:29.585273     605 quota_manager.go:45] doRefreshQuota: starting reload (force=true)
I0925 17:53:29.597766       1 model_resolver.go:93] Resolving model gemini-3.7-flash-high
I0925 17:53:29.597792       1 conversation_manager.go:512] Starting new conversation (agent=false)
I0925 17:53:29.597802       1 server.go:1204] Creating new cascade trajectory (agentScript=false)
I0925 17:53:29.597806       1 server.go:1207] Conversation using project ID: default-cli-project
I0925 17:53:29.619319       1 server.go:1239] Created conversation 16c974a7-7daf-45b8-b722-61916f25a00c
I0925 17:53:29.619368       1 server.go:3166] GetConversationDetail: found conversation 16c974a7-7daf-45b8-b722-61916f25a00c (active=true)
I0925 17:53:29.619893       1 server.go:3166] GetConversationDetail: found conversation 16c974a7-7daf-45b8-b722-61916f25a00c (active=true)
I0925 17:53:29.619933       1 conversation_manager.go:559] project: switching to conversation belonging to project ID: default-cli-project
I0925 17:53:29.619982       1 server.go:2166] Backend project ID updated dynamically to: default-cli-project
I0925 17:53:29.619988       1 cli_setting_manager.go:218] ApplyProjectPermissionGrants: no grants for project "CLI Project", cleared project permissions
I0925 17:53:29.619995       1 conversation_manager.go:605] project: synced active project to "CLI Project" (id=default-cli-project) from conversation switch
I0925 17:53:29.620003       1 conversation_manager.go:887] Streaming conversation 16c974a7-7daf-45b8-b722-61916f25a00c
I0925 17:53:29.620044       1 server.go:3166] GetConversationDetail: found conversation 16c974a7-7daf-45b8-b722-61916f25a00c (active=true)
I0925 17:53:29.620074    1286 manager.go:1331] Reloading system slash commands and skills
I0925 17:53:29.620168    1286 manager.go:1308] Reloading system slash commands
I0925 17:53:29.620432       1 server.go:1248] Starting conversation update stream for 16c974a7-7daf-45b8-b722-61916f25a00c
I0925 17:53:29.620453       1 manager.go:1432] Successfully registered JSON schema on the backend: {
  "$schema": "https://json-schema.org/draft/2020-12/schema",
  "title": "paiml-implement quorum lane output",
  "type": "object",
  "required": ["verdict", "summary", "findings"],
  "properties": {
    "verdict": {"type": "string", "enum": ["PASS", "FAIL", "do-not-implement-as-written"]},
    "summary": {"type": "string"},
    "tree_witness": {"type": "string", "description": "PMAT-065: the 32-hex token read from $(git rev-parse --git-dir)/paiml-lane-witness in the lane workspace, copied verbatim; agy-lane.sh voids a lane whose output lacks it"},
    "findings": {
      "type": "array",
      "items": {
        "type": "object",
        "required": ["file", "claim", "grounding"],
        "properties": {
          "file": {"type": "string"},
          "line": {"type": "integer"},
          "claim": {"type": "string"},
          "grounding": {"type": "string", "enum": ["cited", "measured", "asserted"]},
          "fix": {"type": "string"}
        }
      }
    }
  }
}
I0925 17:53:29.620465       1 session.go:180] Print mode: conversation=16c974a7-7daf-45b8-b722-61916f25a00c, sending message
I0925 17:53:29.620471       1 manager.go:1308] Reloading system slash commands
I0925 17:53:29.625396       1 manager.go:1312] Slash commands unchanged, skipping update
I0925 17:53:29.625449       1 conversation_manager.go:699] Forwarding user message to conversation 16c974a7-7daf-45b8-b722-61916f25a00c (items=1, media=0)
I0925 17:53:29.625455       1 server.go:1801] Sending user message to conversation 16c974a7-7daf-45b8-b722-61916f25a00c (items=1, media=0)
I0925 17:53:29.625554    1286 manager.go:1312] Slash commands unchanged, skipping update
I0925 17:53:29.626292       1 latency_breakdown.go:142] SEND_USER_CASCADE_MESSAGE_LATENCY latency breakdown: map[active_user_state_latency_ms:0 blocking:false cascade_id:16c974a7-7daf-45b8-b722-61916f25a00c cascade_send_latency_ms:0 hydrate_slash_commands_latency_ms:0 load_trajectory_latency_ms:0 media_count:0 media_summaries_latency_ms:0 message_origin:AGENT_MESSAGE_ORIGIN_UNSPECIFIED resolve_agent_config_latency_ms:0 save_media_latency_ms:0 saved_media_count:0 status:OK total_latency_ms:0 trajectory_id:789ad30d-3399-47de-a4f0-e07f2a25bebc]
I0925 17:53:29.685932     606 server.go:3770] [RemoteControl] Session toggle is off, staying disconnected
I0925 17:53:29.685958     606 server.go:3481] [RemoteControl] Resolved proxyServerURL: ""
I0925 17:53:29.685964     606 experiment_manager.go:70] Experiments refreshed after login
I0925 17:53:29.686002     606 experiment_manager.go:66] Starting experiment refresh after login
I0925 17:53:29.686051    1538 manager.go:1308] Reloading system slash commands
I0925 17:53:29.688458    1538 manager.go:1312] Slash commands unchanged, skipping update
I0925 17:53:29.733600     606 server.go:3770] [RemoteControl] Session toggle is off, staying disconnected
I0925 17:53:29.733624     606 server.go:3481] [RemoteControl] Resolved proxyServerURL: ""
I0925 17:53:29.733630     606 experiment_manager.go:70] Experiments refreshed after login
I0925 17:53:29.733656    1558 manager.go:1308] Reloading system slash commands
I0925 17:53:29.736573    1558 manager.go:1312] Slash commands unchanged, skipping update
I0925 17:53:29.740848     605 quota_manager.go:45] doRefreshQuota: starting reload (force=true)
I0925 17:53:29.830764    1318 monitor_config_manager_external.go:53] externalMonitorConfigManager: initialized with embedded config (2 monitors)
I0925 17:53:29.830802    1318 monitoring.go:327] [Sonar] Resolved active tags: [policy_guardian] (detected surface: "")
I0925 17:53:29.830818    1318 monitoring.go:327] [Sonar] Resolved active tags: [policy_guardian] (detected surface: "")
W0925 17:53:29.830824    1318 declarative_config_loader.go:272] skipping component during resolution: empty component: prompt section "subagent_reminder"
W0925 17:53:29.830837    1318 declarative_config_loader.go:272] skipping component during resolution: empty component: pre-tool hook "command_assessor" is empty
W0925 17:53:29.830841    1318 declarative_config_loader.go:272] skipping component during resolution: empty component: post-tool hook "command_assessor" is empty
I0925 17:53:30.160299    1263 http_helpers.go:305] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xfc4d08bb06a71f88
I0925 17:53:30.252068    1311 http_helpers.go:305] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xb76f62f24d28c556 ResponseID: -Zi2ave4McK_nsEPvtWnyA0
I0925 17:53:33.368242    1904 http_helpers.go:305] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x7702aed994c9879e ResponseID: -pi2aryVHOiE7M8PwIiR8Q0
I0925 17:53:36.274527    2156 http_helpers.go:305] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xcc3c5944cb84935d ResponseID: _pi2ar_jNIi0kdUP8bCc-Qw
I0925 17:53:40.197147    2220 http_helpers.go:305] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xe0579b99714ab56 ResponseID: AZm2aofyCIuwnsEPoJSc-Ak
I0925 17:53:43.128468    2287 http_helpers.go:305] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xaf031957e666310d ResponseID: BZm2at3LEtPhnsEPwIyUkAk
I0925 17:53:45.741097    2340 http_helpers.go:305] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xacc0a3f29f8ee412 ResponseID: CJm2asmZCcafkdUPw5Cl2Qs
I0925 17:53:48.711297    2413 http_helpers.go:305] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x5db5a5bb73c5f875 ResponseID: C5m2as3ZAYKa3boPsq2YqA0
I0925 17:53:52.505439    2502 http_helpers.go:305] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x57fb5651b1c4ac72 ResponseID: Dpm2apWSGI6N3boP6ZSg-Qs
I0925 17:53:55.725834    2558 http_helpers.go:305] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xee6d1d8d7212bc0b ResponseID: Epm2avn_BODjkdUP7LH2-As
I0925 17:53:56.291497    2570 run_command_handler.go:566] [sandbox-telemetry] emitting SANDBOX_COMMAND_BLOCKED event with extra=map[command_line:grep -rn "paiml-lane-witness" . 2>/dev/null command_output: exit_code:1 platform:linux]
I0925 17:53:59.898145    2637 http_helpers.go:305] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x89e1686699445b9d ResponseID: FZm2aqBR0N6ewQ_iydb4DA
I0925 17:54:04.059329    2734 http_helpers.go:305] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x79e6820a64ede55a ResponseID: Gpm2ao6LELiinsEPy8zV6Qw
I0925 17:54:09.499512    2770 http_helpers.go:305] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x8650efd6e5bd53ea ResponseID: H5m2apa-BcninsEP9vzgsQ0
I0925 17:54:12.527055    2875 http_helpers.go:305] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xe84c2397458d9ed6 ResponseID: Ipm2as7TM8afkdUPw5Cl2Qs
I0925 17:54:16.719668    2933 http_helpers.go:305] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x57598f55ddee8142 ResponseID: Jpm2aoyeF6GF7M8P1IjQsAk
I0925 17:54:19.756900    2996 http_helpers.go:305] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x4ab24192b7df2045 ResponseID: KZm2auaZPJ7lnsEP-Z7dwA0
I0925 17:54:23.911415    3234 http_helpers.go:305] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xf1e4619af23672af ResponseID: LJm2aqv2C7ae3boPwoi4kQ4
